-0.1059	2.575	0	0	-0.1059	2.575	0	2.75	0	1
-0.0132235	3.57017	0.30903	0.559884	0.0388634	3.63319	-0.022	3.0991	-0.1097	0.994
-0.199932	3.34873	-0.50733	-0.372498	-0.2039	3.2866	-0.0938	3.4924	-0.2334	0.9724
-0.259745	3.88119	-0.13494	1.51154	-0.211767	4.08421	-0.2143	3.8735	-0.3535	0.9354
-0.315636	4.29753	-0.141279	0.979011	-0.3141	4.2622	-0.3817	4.2365	-0.4679	0.8838
-0.585656	4.65849	-0.718557	1.03109	-0.594708	4.57723	-0.5932	4.5757	-0.575	0.8181
-0.704855	4.91045	-0.256302	0.574196	-0.6858	4.8789	-0.8456	4.8857	-0.673	0.7396
-1.01281	5.15777	-0.818307	0.706617	-1.0309	5.12494	-1.1348	5.1616	-0.7604	0.6494
-1.36704	5.34812	-0.885644	0.446208	-1.3684	5.3312	-1.4564	5.3991	-0.8358	0.549
-1.85458	5.50874	-1.31625	0.63382	-1.83199	5.3906	-1.8051	5.5945	-0.898	0.4399
-1.712	5.62577	0.420439	0.184168	-1.6402	5.5808	-2.1756	5.7445	-0.9461	0.3239
-1.82816	5.93943	-0.29354	0.650205	-1.92994	6.12588	-2.562	5.847	-0.9792	0.2028
-2.78686	6.03301	-2.40284	0.243126	-2.8628	6.0225	-2.9582	5.9002	-0.9969	0.0785
-3.33608	5.96924	-1.15228	-0.425266	-3.30734	5.98553	-3.3579	5.9033	-0.9989	-0.0471
-3.76651	5.82754	-1.08353	-0.357737	-3.7646	5.8302	-3.7549	5.8563	-0.9851	-0.1719
-4.03753	5.63968	-0.858497	-0.192557	-3.88343	5.4627	-4.1429	5.76	-0.9558	-0.294
-4.29691	5.70058	-0.681752	0.148716	-4.2945	5.716	-4.5157	5.6157	-0.9114	-0.4115
-4.7051	5.4342	-0.994802	-0.791535	-4.72863	5.374	-4.8675	5.4259	-0.8526	-0.5225
-5.22135	5.04712	-1.27333	-0.944358	-5.2315	5.0438	-5.1927	5.1935	-0.7804	-0.6252
-5.6856	4.86467	-0.853516	-0.659946	-5.83697	5.03832	-5.4863	4.9222	-0.6959	-0.7181
-5.77079	4.80705	-0.225636	-0.214406	-5.7442	4.8162	-5.7435	4.6162	-0.6004	-0.7997
-6.22166	4.24717	-1.07444	-1.58711	-6.33635	4.164	-5.9603	4.2804	-0.4955	-0.8686
-5.91263	3.9942	0.758191	-0.839434	-5.8279	3.9963	-6.1333	3.92	-0.3827	-0.9239
-6.1815	3.43542	-0.622309	-1.54252	-6.42952	3.43102	-6.2599	3.5408	-0.2639	-0.9646
-6.30567	3.18877	-0.361687	-0.639677	-6.3045	3.2238	-6.3378	3.1487	-0.1409	-0.99
-6.31872	2.67029	0.0434721	-1.36813	-6.27435	2.61948	-6.3661	2.75	-0.0157	-0.9999
-6.3487	2.47623	-0.152952	-0.514961	-6.3714	2.5111	-6.3441	2.3509	0.1097	-0.994
-6.26425	1.90421	0.352785	-1.53903	-6.23456	1.85228	-6.2723	1.9576	0.2334	-0.9724
-6.21476	1.66361	0.0435269	-0.625577	-6.2437	1.7003	-6.1518	1.5765	0.3535	-0.9355
-6.26032	1.06165	-0.163635	-1.56179	-6.23367	1.00082	-5.9844	1.2135	0.4679	-0.8838
-5.83449	0.836465	1.19581	-0.615393	-5.7516	0.8612	-5.7729	0.8743	0.575	-0.8182
-5.31404	0.784136	0.974791	-0.0593218	-5.12846	0.779774	-5.5205	0.5643	0.673	-0.7396
-4.99488	0.452914	0.778297	-0.857106	-5.0057	0.4239	-5.2312	0.2884	0.7604	-0.6495
-4.78096	-0.0509861	0.556164	-1.28887	-4.83409	-0.0701349	-4.9097	0.0509	0.8358	-0.549
-4.61004	-0.312891	0.414325	-0.597252	-4.6195	-0.2861	-4.5609	-0.1444	0.898	-0.44
-4.14419	-0.113454	0.937363	0.537153	-3.8431	-0.103761	-4.1904	-0.2945	0.9461	-0.3239
-3.99174	-0.296056	0.298299	-0.579969	-4.0385	-0.343	-3.804	-0.397	0.9792	-0.2028
-3.52484	-0.494367	1.04327	-0.515147	-3.2961	-0.461107	-3.4079	-0.4502	0.9969	-0.0785
-2.92064	-0.351623	1.57413	0.504311	-2.8814	-0.3074	-3.0081	-0.4533	0.9989	0.0471
-2.63955	-0.436673	0.978933	-0.238463	-2.92836	-0.539811	-2.6112	-0.4063	0.9851	0.1719
-2.02623	-0.169323	1.59589	0.939787	-1.9835	-0.116	-2.2232	-0.31	0.9558	0.294
-1.45613	-0.101479	1.20688	0.155707	-1.32048	-0.104393	-1.8504	-0.1657	0.9114	0.4115
-1.50013	0.12964	-0.277981	0.70632	-1.6004	0.1603	-1.4986	0.0241	0.8527	0.5225
-1.27474	0.421686	0.568253	0.743898	-1.13028	0.357941	-1.1734	0.2565	0.7804	0.6252
-0.999013	0.576506	0.68866	0.266979	-0.9886	0.5534	-0.8798	0.5278	0.6959	0.7181
-0.680098	0.902565	0.811866	0.83741	-0.683543	0.95141	-0.6226	0.8338	0.6004	0.7997
-0.693969	1.12712	-0.28901	0.369264	-0.7521	1.112	-0.4058	1.1697	0.4955	0.8686
-0.306118	1.64502	0.847016	1.6498	-0.206104	1.37484	-0.2327	1.53	0.3827	0.9239
-0.134761	2.23513	0.281839	1.3935	-0.1617	2.2249	-0.1062	1.9092	0.2639	0.9645
0.0816893	2.49849	0.562378	1.1023	0.0621881	2.12939	-0.0282	2.3013	0.1409	0.99
0.104543	2.8845	-0.0794431	0.942589	0.0765	2.8738	0	2.7	0.0157	0.9999
