-0.0122055	3.0424	-0.298933	0.5994	-0.00935207	2.83078	0.011	3.0997	0.0785	0.9969
-0.175624	3.20912	-0.432376	0.392304	-0.1814	3.1952	0.0704	3.4949	0.2028	0.9792
0.0539958	3.65645	0.674253	0.818715	0.116391	3.90507	0.1789	3.8797	0.324	0.9461
0.53813	4.0145	1.32422	0.907508	0.5655	4.0186	0.3348	4.2478	0.44	0.898
0.584656	4.56353	0.11767	1.71735	0.508579	4.3992	0.5356	4.5934	0.5491	0.8358
0.631919	4.75499	0.0852276	0.322965	0.6208	4.6642	0.7781	4.9112	0.6495	0.7604
0.873317	5.07387	0.638644	0.830215	0.913447	5.14839	1.0585	5.1961	0.7397	0.673
1.35318	5.45275	1.24344	0.967242	1.3771	5.4642	1.3724	5.4436	0.8182	0.575
1.64227	5.48311	0.742387	0.185023	1.56208	5.24618	1.7149	5.6497	0.8838	0.4679
1.74098	5.78893	0.275727	0.806295	1.7291	5.8238	2.0805	5.8114	0.9355	0.3534
2.36957	6.10033	1.6678	0.78437	2.46898	6.09297	2.4635	5.9259	0.9724	0.2334
2.73715	6.05001	0.888134	-0.270763	2.6987	5.9752	2.8578	5.9915	0.994	0.1097
3.05943	5.88959	1.02956	0.0262569	2.92613	5.64678	3.2572	6.0072	0.9999	-0.0157
3.5773	5.98355	1.31388	0.273263	3.5925	6.0022	3.6555	5.9727	0.99	-0.1409
4.26456	5.98842	1.46744	-0.422016	4.45313	6.16833	4.0463	5.8886	0.9646	-0.2639
4.4771	5.82718	0.53496	-0.496516	4.4352	5.8076	4.4234	5.7562	0.9239	-0.3827
5.03519	5.47419	1.31033	-1.09097	5.20023	5.52533	4.781	5.5775	0.8686	-0.4955
5.20853	5.35988	0.50881	-0.349096	5.1837	5.3845	5.1134	5.3554	0.7997	-0.6004
5.26348	5.2103	0.137479	-0.348685	5.20408	5.17918	5.4153	5.0934	0.7181	-0.6959
5.50575	4.65144	0.499864	-1.35495	5.5063	4.6095	5.682	4.7956	0.6252	-0.7804
5.70875	4.40915	0.471546	-0.575009	5.74418	4.50429	5.9093	4.4668	0.5225	-0.8527
6.21435	4.0617	1.30388	-0.79951	6.2577	4.0653	6.0936	4.1121	0.4115	-0.9114
6.40673	3.77814	0.369805	-0.729401	6.32292	3.76955	6.2319	3.737	0.294	-0.9558
6.09225	3.27069	-0.949532	-1.3307	6.0052	3.2281	6.3222	3.3476	0.1719	-0.9851
6.19873	2.72155	0.202017	-1.45119	6.44952	2.76949	6.3629	2.95	0.0471	-0.9989
6.21551	2.52613	0.0816609	-0.502128	6.2197	2.5625	6.3535	2.5503	-0.0785	-0.9969
6.19976	2.17432	-0.152109	-0.945651	6.2236	2.16099	6.2941	2.155	-0.2028	-0.9792
6.16175	1.76095	-0.0932087	-1.02801	6.1646	1.7585	6.1856	1.7703	-0.3239	-0.9461
6.18588	1.58739	-0.3021	-0.470989	6.40458	1.67978	6.0297	1.4022	-0.44	-0.898
5.64441	1.04932	-1.51665	-1.3412	5.5594	1.0108	5.8289	1.0565	-0.549	-0.8358
5.43418	0.537269	-0.61635	-1.2917	5.67009	0.555164	5.5864	0.7388	-0.6495	-0.7604
5.27377	0.420158	-0.375148	-0.235636	5.2919	0.4606	5.306	0.4539	-0.7396	-0.673
4.80591	0.11231	-0.795107	-0.779671	4.45251	0.0984165	4.992	0.2064	-0.8182	-0.575
4.70391	0.00195637	-0.180221	-0.24622	4.7459	0.0231	4.6496	0.0002	-0.8838	-0.4679
4.56526	-0.0449882	-0.209869	-0.111821	4.46252	-0.0401638	4.284	-0.1614	-0.9354	-0.3535
4.25224	-0.150715	-0.859564	-0.275895	4.2089	-0.1566	3.901	-0.2759	-0.9724	-0.2334
3.78366	-0.314832	-1.03575	-0.43011	3.65555	-0.305582	3.5067	-0.3416	-0.994	-0.1097
3.25031	-0.363573	-1.37401	-0.0703553	3.227	-0.3482	3.1072	-0.3573	-0.9999	0.0157
2.69298	-0.354333	-0.836557	-0.0525766	2.40071	-0.31435	2.709	-0.3228	-0.99	0.1409
2.30067	-0.206262	-0.993377	0.482469	2.2884	-0.1821	2.3182	-0.2386	-0.9646	0.2639
2.20059	-0.031931	-0.29522	0.432086	2.36571	-0.0371447	1.941	-0.1062	-0.9239	0.3827
1.72127	0.108429	-1.32118	0.315535	1.6526	0.1031	1.5835	0.0725	-0.8686	0.4955
1.34114	0.34478	-0.72622	0.645772	1.29938	0.345385	1.2511	0.2946	-0.7997	0.6004
0.895271	0.558223	-1.16522	0.507234	0.8657	0.5499	0.9492	0.5566	-0.7181	0.6959
0.625929	0.842364	-0.459224	1.0438	0.569318	0.72574	0.6825	0.8543	-0.6252	0.7804
0.49671	1.18256	-0.253021	0.793204	0.5052	1.1687	0.4552	1.1832	-0.5225	0.8526
0.300228	1.45389	-0.432897	0.949977	0.267117	1.28023	0.2709	1.5379	-0.4115	0.9114
0.137571	1.8717	-0.403358	1.0574	0.1395	1.8789	0.1326	1.9129	-0.294	0.9558
0.168888	2.32743	0.10488	1.22754	0.173474	2.28733	0.0423	2.3024	-0.1719	0.9851
0.202919	2.64226	0.0811193	0.727425	0.2021	2.6088	0.0016	2.7	-0.0471	0.9989
